,Alias,Type,Experiment,Species,Variety,ExperimentModalities,Repetition,URI
331,332/DZ_PG_40/ZM4390/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG176,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000722
332,333/DZ_PG_12/ZM1304_lot1/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG082,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000723
333,334/DZ_PG_43/ZM4380/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG188,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000724
334,335/DZ_PG_06/ZM4376/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG029,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000725
335,336/DZ_PG_19/ZM4367/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG117,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000726
336,337/DZ_PG_36/ZM4372/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG165,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000727
337,338/DZ_PG_11/ZM4386/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG077,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000728
338,339/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000729
339,340/DZ_PG_55/ZM4355/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG146,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000730
340,341/DZ_PG_33/ZM4353/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG158,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000731
341,342/DZ_PG_04/ZM4366/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG321,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000732
342,343/DZ_PG_48/ZM4421/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG216,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000733
343,344/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000734
344,345/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000735
345,346/DZ_PG_49/ZM4389/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG228,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000736
346,347/DZ_PG_68/ZM4395/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG311,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000737
347,348/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000738
348,349/DZ_PG_77/ZM4452/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG169,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000739
349,350/DZ_PG_32/ZM4352/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG155,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000740
350,351/DZ_PG_26/ZM4387/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG138,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000741
351,352/DZ_PG_74/ZM4397/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG313,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000742
352,353/DZ_PG_54/ZM4346/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG116,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000743
353,354/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG310,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000744
354,355/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000745
355,356/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG312,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000746
356,357/DZ_PG_24/ZM4342/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG131,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000747
357,358/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000748
358,359/DZ_PG_34/ZM4384/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG159,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000749
359,360/DZ_PG_41/ZM4378/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG181,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000750
360,361/DZ_PG_03/ZM4377/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG017,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000751
361,362/DZ_PG_27/ZM4354/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG103,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000752
362,363/DZ_PG_25/ZM4382/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG136,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000753
363,364/DZ_PG_16/ZM4359/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG109,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000754
364,365/DZ_PG_44/ZM4369/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG189,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000755
365,366/DZ_PG_10/ZM4365/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG073,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000756
366,367/DZ_PG_21/ZM4360/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG120,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000757
367,368/DZ_PG_45/ZM4385/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG194,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000758
368,369/DZ_PG_35/ZM4358/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG164,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000759
369,370/DZ_PG_08/ZM4343/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG063,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000760
370,371/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000761
371,372/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000762
372,373/DZ_PG_17/ZM4348/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG110,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000763
373,374/DZ_PG_07/ZM4351/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG062,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000764
374,375/DZ_PG_20/ZM4344/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG119,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000765
375,376/DZ_PG_09/ZM4368/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG066,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000766
376,377/DZ_PG_22/ZM4349/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG121,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000767
377,378/DZ_PG_13/ZM4379/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG089,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000768
378,379/DZ_PG_63/ZM4392/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG304,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000769
379,380/DZ_PG_50/ZM4363/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG233,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000770
380,381/DZ_PG_47/ZM4362/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG202,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000771
381,382/DZ_PG_31/ZM4347/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG153,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000772
382,383/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG312,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000773
383,384/DZ_PG_52/ZM4370/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG239,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000774
384,385/DZ_PG_72/ZM4398/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG314,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000775
385,386/DZ_PG_30/ZM4361/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG152,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000776
386,387/DZ_PG_23/ZM4388/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG128,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000777
387,388/DZ_PG_05/ZM4357/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG026,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000778
388,389/DZ_PG_66/ZM4391/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG318,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000779
389,390/DZ_PG_51/ZM4350/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG234,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000780
